HG00512,EAS,CHS,./db_files/related_samples,M,F
HG00513,EAS,CHS,./db_files,F,M
HG00731,AMR,PUR,./db_files,M,F
HG00732,AMR,PUR,./db_files,F,M
HG00733,AMR,PUR,./db_files/related_samples,F,D
NA19238,AFR,YRI,./db_files,M,F
NA19239,AFR,YRI,./db_files,F,M
NA19240,AFR,YRI,./db_files/related_samples,F,D
